Dealer Code,Loc #,Location,Retail IQ,District,ATT Mkt Abbrev,ATT Market Name,Region,Market,Dispute Mkt,DF,C&C,WS,WS Expires,Footprint Level,Business Expert,DF Code,Old,Old 2,ATT Location Name,ATT Location ID,ATT Region,State,Notes,Notes2,Open Date,Close Date,DC Origin,Store Origin,Acquisition Origin,TB Loc,SMF Mapping,SMF Market,DC status,Sorting Rank,Rank Description,Company
05TA8,,MNY^EDF^DF - PRODUCT CENTER - THORNWOOD,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1054,1054,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
8WMYD,,MNY^EDF^DF - PRODUCT CENTER - WEST CALDWELL^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1046,1046,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
4QO4H,,MNY^EDF^DF- PRODUCT CENTER- WAYNE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1050,1050,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
GMLRY,,MNY^EDF^DF-PRODUCT CENTER - 1111 OLD CNTRY RD^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1080,1080,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
I3NYU,,MNY^EDF^DF-PRODUCT CENTER - 235 SUNRISE HWY^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1072,1072,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
T558B,,MNY^EDF^DF-PRODUCT CENTER - BELL BLVD^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1066,1066,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
A9TE3,,MNY^EDF^DF-PRODUCT CENTER - BELLMORE AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1071,1071,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
63GMK,,MNY^EDF^DF-PRODUCT CENTER - CENTENNIAL AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1058,1058,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
J9ZVU,,MNY^EDF^DF-PRODUCT CENTER - CENTRAL AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1074,0,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
HIJJK,,MNY^EDF^DF-PRODUCT CENTER - E. MAIN ST^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1076,1076,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
J3X0W,,MNY^EDF^DF-PRODUCT CENTER - JERICHO TPKE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1079,1079,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
QFGMU,,MNY^EDF^DF-PRODUCT CENTER - LIVINGSTON^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,5EIL0,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1048,1048,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
RAEMN,,MNY^EDF^DF-PRODUCT CENTER - MADISON AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1061,1061,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
5YWNQ,,MNY^EDF^DF-PRODUCT CENTER - MYRTLE AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1065,1065,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
Y8WG9,,MNY^EDF^DF-PRODUCT CENTER - PARK AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1073,1073,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
0J9JL,,MNY^EDF^DF-PRODUCT CENTER - RALPH AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1067,1067,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
9KVIM,,MNY^EDF^DF-PRODUCT CENTER - RAMSEY,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1056,1056,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
WRZ37,,MNY^EDF^DF-PRODUCT CENTER - ROUTE 1^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1059,1059,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
4FER3,,MNY^EDF^DF-PRODUCT CENTER - US HWY 9 MANALAPAN^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1062,0,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
YWKF7,,MNY^EDF^DF-PRODUCT CENTER - US HWY 9 OLD BRIDGE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1060,1060,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
MRIDR,,MNY^EDF^DF-PRODUCT CENTER - W UNION AVE^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1057,1057,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
HCN2L,,MNY^EDF^DF-PRODUCT CENTER- 633 OLD CNTRY RD^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1077,1077,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
IT397,,MNY^EDF^DF-PRODUCT CENTER PHILLISPBURG^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NJ,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1063,1063,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
9Q4GN,,MNY^EDF^DF-RODUCT CENTER SUNRISE HWY ROCK CTR,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1075,1075,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
W5G9T,,NEG^EDF^DF-PRODUCT CENTER - CHESHIRE^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1035,1173,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
DJ403,,NEG^EDF^DF-PRODUCT CENTER - DAYVILLE^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1044,1044,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
9IH0S,,NEG^EDF^DF-PRODUCT CENTER - HARTFORD^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1040,1040,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
PWN7G,,NEG^EDF^DF-PRODUCT CENTER - LISBON^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1043,1043,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
RK5ZA,,NEG^EDF^DF-PRODUCT CENTER - NEW BRITAIN^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1038,1038,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
EQ79T,,NEG^EDF^DF-PRODUCT CENTER - STRATFORD^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1034,1034,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
3NRE8,,NEG^EDF^DF-PRODUCT CENTER - WALLINGFORD^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1033,1033,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
ZD674,,NEG^EDF^DF-PRODUCT CENTER - WATERBURY^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1036,1036,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
4HIE8,,NEG^EDF^DF-PRODUCT CENTER - WETHERSFIELD^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1039,1039,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
RB3TM,,NEG^EDF^DF-PRODUCT CENTER - WILLIMANTIC^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1042,1042,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
VIN9C,,NEG^EDF^DF-PRODUCT CENTER - WINDSOR^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1041,1041,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
M9D9A,,NEG^EDF^DF-PRODUCT CENTER - WINSTED^,Old Product Center,Product Center,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1037,1037,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
0BFQQ,,NYR^EDF^DF - PRODUCT CENTER - KINGSTON^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1031,1031,Upstate New York,Closed,8,Longterm Closed Direct Fulfill,Spring
4F28P,,NYR^EDF^DF - PRODUCT CENTER - MALTA^,Old Product Center,Product Center,NYR,NEW YORK; NEW JERSEY,Acquired,Acquired,Metro New York,DF,No,,,,,,,,,,NORTHEAST,NY,201410 Old Product Center,,10/1/2014,9/30/2014,Acquired,Acquired,Product Center,1032,1032,Upstate New York,Closed,8,Longterm Closed Direct Fulfill,Spring
VWIEL,,NEG^SMF^DF-WIRELESS 4U - BRIDGEPORT^3/31/15,Old Wireless4U,Wireless4U,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201503 Old Wireless4U,,3/1/2015,2/28/2015,Acquired,Acquired,Wireless4U,1106,1106,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
LB70H,,NEG^SMF^DF-WIRELESS 4U - E. HAVEN^3/31/15,Old Wireless4U,Wireless4U,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201503 Old Wireless4U,,3/1/2015,2/28/2015,Acquired,Acquired,Wireless4U,1104,1104,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
GPLPV,,NEG^SMF^DF-WIRELESS 4U- NEW HAVEN^,Old Wireless4U,Wireless4U,NEG,NEW ENGLAND,Acquired,Acquired,SNET,DF,No,,,,,,,,,,NORTHEAST,CT,201503 Old Wireless4U,,3/1/2015,2/28/2015,Acquired,Acquired,Wireless4U,1105,1105,SNET,Closed,8,Longterm Closed Direct Fulfill,Spring
6AUZJ,,Brickyard Plaza DF,314 Brickyard Plaza DF,B2B Support,RMR,ROCKY MOUNTAINS,Business,Business,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,UT,OldSpring,,4/1/2001,2/28/2014,Spring,Spring,Base,314,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
FIJ7N,,Old Business SD DF,970 Old Business SD DF,B2B Support,RMR,ROCKY MOUNTAINS,Business,Business,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,,OldSpring,,4/1/2001,,Spring,Spring,Base,0,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
MV92L,,Hoffman Estates DF,461 Old Hoffman Estates DF,Chicago Central,ILW,ILLINOIS; WISCONSIN,Chicago,Central,Chicago,DF,Yes,,,,,,,,,,CENTRAL,IL,201305 Clearchoice Acq,,5/1/2013,12/31/2013,Spring,Acquired,ClearChoice Mobility - Chicago,461,461,Chicago,Closed,8,Longterm Closed Direct Fulfill,Spring
XFP9L,,LaSalle DF,468 LaSalle DF,Chicago Central,ILW,ILLINOIS; WISCONSIN,Chicago,Central,Chicago,DF,Yes,,,,,,,,,,CENTRAL,IL,201305 Clearchoice Acq,,5/1/2013,8/31/2013,Spring,Acquired,ClearChoice Mobility - Chicago,468,0,Chicago,Closed,8,Longterm Closed Direct Fulfill,Spring
5N8CQ,,Carefree & Academy DF,615 Carefree & Academy DF,Colorado South,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,CO,OldSpring,,4/1/2001,12/31/2013,Spring,Spring,Base,615,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
R6LGF,,Old Salida DF,620 Old Salida DF,Colorado South,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,CO,COR takeover date unknown,used until relocated,4/1/2001,12/31/2013,Spring,COR,COR Takeover,620,620,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
GJT5T,,Palmer Park DF,610 Palmer Park DF,Colorado South,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,CO,OldSpring,,4/1/2001,2/28/2014,Spring,Spring,Base,610,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
F5STD,,Belmar DF,504 Belmar DF,Denver,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,CO,OldSpring,,4/1/2001,12/24/2014,Spring,Spring,Base,504,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
QLYWO,,Denver Pavilions DF,510 Denver Pavilions DF,Denver,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,CO,OldSpring,,4/1/2001,2/28/2014,Spring,Spring,Base,510,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
55FFN,,Old Southwest DF,613 Old Southwest DF,Denver,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,CO,OldSpring,,4/1/2001,6/7/2014,Spring,Spring,Spring,613,613,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
RYLMQ,,Aspen Square DF,418 Aspen Square DF,Montana,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Northwest States,DF,Yes,,,,,,,,,,WEST,MT,201405 MTPCS COR acquisition takeover,,5/16/2014,9/5/2014,Spring,COR,Montana PCS,418,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
MT4PL,,Billings Central DF,422 Billings Central DF,Montana,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Northwest States,DF,Yes,,,,,,,,,,WEST,MT,201405 MTPCS COR acquisition takeover,,5/16/2014,8/30/2014,Spring,COR,Montana PCS,422,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
SRKO9,,Northgate Plaza DF,417 Northgate Plaza DF,Montana,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Northwest States,DF,Yes,,,,,,,,,,WEST,MT,201405 MTPCS COR acquisition takeover,,5/16/2014,8/30/2014,Spring,COR,Montana PCS,417,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
FLHU3,,Old Missoula DF,416 Old Missoula DF,Montana,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Northwest States,DF,Yes,,,,,,,,,,WEST,MT,201210 Bluewire Acq,used until relocated,10/1/2012,7/31/2013,Spring,Acquired,Blue Wire,416,416,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
PRVCZ,,Worland DF,427 Worland DF,Montana,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Northwest States,DF,Yes,,,,,,,,,,WEST,WY,201210 Bluewire Acq,,10/1/2012,6/30/2013,Spring,Acquired,Blue Wire,427,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
HXJVA,,Riverdale Road DF,121 Riverdale Road DF,Utah North,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,UT,OldSpring,,4/1/2001,11/30/2013,Spring,Spring,Base,121,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
ORMZ2,,Roy DF,120 Roy DF,Utah North,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,UT,OldSpring,,4/1/2001,7/31/2013,Spring,Spring,Base,120,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
W5UJS,,Riverton DF,211 Riverton DF,Utah South,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,UT,OldSpring,,4/1/2001,7/31/2013,Spring,Spring,Base,211,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
5RLLA,,University Parkway DF,217 University Parkway DF,Utah South,RMR,ROCKY MOUNTAINS,Rocky Mountain,Central,Mountain Time Zone,DF,Yes,,,,,,,,,,WEST,UT,OldSpring,,4/1/2001,6/30/2014,Spring,Spring,Base,217,0,Mountain Time Zone,Closed,8,Longterm Closed Direct Fulfill,Spring
3EZHY,,Churchmans DF,1003 Churchmans DF,Philly West,LIB,LIBERTY STATES,Liberty States,Northeast,Philadelphia,DF,Yes,,,,,,,,,,NORTHEAST,DE,201404 Mobile Comm Acq,,4/1/2014,7/31/2014,Spring,Acquired,Mobile Comm,1003,1111,Philadelphia,Closed,8,Longterm Closed Direct Fulfill,Spring
AMO7L,,Cedarhurst DF,1074 Cedarhurst DF,Long Island Central,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,DF,Yes,,,,,,,,,,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,3/31/2015,Spring,Acquired,Product Center,1074,0,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
EWE42,,Fairfield DF,1047 Fairfield DF,New Jersey North,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,DF,Yes,,,,,,,,,,NORTHEAST,NJ,201410 Product Center Acq,,10/1/2014,11/17/2014,Spring,Acquired,Product Center,1047,0,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
YEQOE,,Manalapan DF,1062 Manalapan DF,New Jersey South,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,DF,Yes,,,,,,,,,,NORTHEAST,NJ,201410 Product Center Acq,,10/1/2014,3/15/2015,Spring,Acquired,Product Center,1062,0,Metro New York,Closed,8,Longterm Closed Direct Fulfill,Spring
T9NMF,,Old Meridian DF,1814 Old Meridian DF,Mississippi North,GLF,GULF STATES,Florida Gulf,South,Gulf,DF,Yes,Off,9/30/2016,,,,,,SPRING-GS-MERIDIAN,,SOUTHEAST,MS,201509 Whitespace,"GT0SR was the dealer code and T9NMF was the DF code. As of Dec 2015, the locations dealer code is 8TN3A and the DF code is T6PJ2.",9/16/2015,12/1/2015,Spring,Whitespace,Whitespace,1814,1814,Gulf,Closed,8,Longterm Closed Direct Fulfill,Spring
CJMG6,,Old Douglasville DF,807 Old Douglasville DF,North Georgia,GAC,GEORGIA; SOUTH CAROLINA,GA/SC,South,Georgia/Carolinas,DF,Yes,,,,,,,,,,SOUTHEAST,GA,201401 Cellular Communications Acq,,1/9/2014,12/2/2014,Spring,Acquired,Cell Comm,807,807,Georgia/Carolinas,Closed,8,Longterm Closed Direct Fulfill,Spring
262I6,,Sugar Hill DF,810 Sugar Hill DF,Northeast Atlanta,GAC,GEORGIA; SOUTH CAROLINA,GA/SC,South,Georgia/Carolinas,DF,Yes,,,,,,,,,,SOUTHEAST,GA,201402 Wireless Etc Acq,,2/11/2014,12/31/2014,Spring,Acquired,Wireless Etc,810,0,Georgia/Carolinas,Closed,8,Longterm Closed Direct Fulfill,Spring
QB53X,,Johns Creek DF,803 Johns Creek DF,Northwest Atlanta,GAC,GEORGIA; SOUTH CAROLINA,GA/SC,South,Georgia/Carolinas,DF,Yes,,,,,,,,,,SOUTHEAST,GA,201401 Atlanta Cellular Services Acq,,1/1/2014,7/31/2014,Spring,Acquired,Atlanta Cellular,803,0,Georgia/Carolinas,Closed,8,Longterm Closed Direct Fulfill,Spring
RKS62,,Marina Del Rey DF,241 Marina Del Rey DF,Hollywood,GLA,GREATER LOS ANGELES,Greater Los Angeles,West,Los Angeles,DF,Yes,,,,,,,,,,WEST,CA,201311 Affordable Portables Acq,040,11/1/2013,1/30/2014,Both,Acquired,Affordable Portable,241,0,Bakersfield,Closed,8,Longterm Closed Direct Fulfill,Spring
IMBRZ,,Santa Monica DF,235 Santa Monica DF,Hollywood,GLA,GREATER LOS ANGELES,Greater Los Angeles,West,Los Angeles,DF,Yes,,,,,,,,,,WEST,CA,201311 Affordable Portables Acq,010,11/1/2013,12/31/2013,Both,Acquired,Affordable Portable,235,0,Bakersfield,Closed,8,Longterm Closed Direct Fulfill,Spring
O88IC,,Vermont DF,225 Vermont DF,Hollywood,GLA,GREATER LOS ANGELES,Greater Los Angeles,West,Los Angeles,DF,Yes,,,,,,,,,,WEST,CA,201311 Affordable Portables Acq,018,11/1/2013,6/30/2014,Both,Acquired,Affordable Portable,225,0,Bakersfield,Closed,8,Longterm Closed Direct Fulfill,Spring
56XZX,,Washington DF,285 Washington DF,Hollywood,GLA,GREATER LOS ANGELES,Greater Los Angeles,West,Los Angeles,DF,Yes,,,,,,,,,,WEST,CA,201309 Alink Acq,,9/1/2013,12/31/2013,Spring,Acquired,TMG (Mobile Life),285,0,Bakersfield,Closed,8,Longterm Closed Direct Fulfill,Spring
D8C7F,,Bell Gardens DF,282 Bell Gardens DF,LA East,GLA,GREATER LOS ANGELES,Greater Los Angeles,West,Los Angeles,DF,Yes,,,,,,,,,,WEST,CA,201309 Alink Acq,,9/1/2013,3/31/2014,Spring,Acquired,TMG (Mobile Life),282,0,Bakersfield,Closed,8,Longterm Closed Direct Fulfill,Spring
O9N0R,,Pico Rivera DF,248 Old Pico Rivera DF,LA East,GLA,GREATER LOS ANGELES,Greater Los Angeles,West,Los Angeles,DF,Yes,,,,,,,,,,WEST,CA,201311 Affordable Portables Acq,033,11/1/2013,7/17/2014,Both,Acquired,Affordable Portable,248,0,Bakersfield,Closed,8,Longterm Closed Direct Fulfill,Spring
UT8TB,,Glendale Galleria DF,280 Glendale Galleria DF,LA North,GLA,GREATER LOS ANGELES,Greater Los Angeles,West,Los Angeles,DF,Yes,,,,,,,,,,WEST,CA,201309 Alink Acq,,9/1/2013,10/20/2013,Spring,Acquired,TMG (Mobile Life),280,0,Bakersfield,Closed,8,Longterm Closed Direct Fulfill,Spring
